stage_b_order	accession	source_state	canonical_state	terminal_state	reason	row_sha256
468	GCF_001412975.1	COMPLETE	COMPLETE	VALIDATED	.	cb2000bbcfb57bbf9c033e746e9a4e7caf6206ee967c8456b384ccfb7db9ae9c
469	GCF_002319515.1	COMPLETE	COMPLETE	VALIDATED	.	4612aa74f42378103f93d6fd01a232c19c0497e746f0edaba696d83be6353d10
470	GCF_021109055.1	COMPLETE	COMPLETE	VALIDATED	.	77fcc6b793c0033c32e67ca4bfd4b487c3f623390c08e0d86119f237c16c4909
471	GCF_001749065.1	COMPLETE	COMPLETE	VALIDATED	.	997cb42c01d9b4d5904e5295f164b288db22737d38ff2491ca63665fa67bdb03
472	GCF_003981665.1	COMPLETE	COMPLETE	VALIDATED	.	115c8682e4bcbab1e0a18a94140425693b2b7e93af451ba6165dcda71e63fec3
473	GCF_005391865.1	COMPLETE	COMPLETE	VALIDATED	.	26f23621b64a35d2ad1460543d685154fa1014be1b9c1cf6d747d8d00a0bc4d5
474	GCF_005396145.1	COMPLETE	COMPLETE	VALIDATED	.	138a7c26694d33fa6319f87bbebc705af91f91c13132407ec79660b2e8394329
475	GCF_003388915.1	COMPLETE	COMPLETE	VALIDATED	.	15f16bb555f2ec32450ba49e7c7e06af60fc1672eb2358ed7be3a0facf0e9be6
476	GCF_014494025.1	COMPLETE	COMPLETE	VALIDATED	.	5cfedd219766fe6dc776e82d8adb6d91928ae5b9d388b24229dcca66ee4034dd
477	GCF_002226735.1	COMPLETE	COMPLETE	VALIDATED	.	dcf6a544f8600a14091c2390c0ce1734765e4e5059d437131bd5bea1b8013e47
478	GCF_016126995.1	COMPLETE	COMPLETE	VALIDATED	.	da7b150debd53de3710f2d5974ee494e013cf094c185b396d4e4d7c71d1de920
479	GCF_009822095.1	COMPLETE	COMPLETE	VALIDATED	.	960da8631d64bb5e1d86ff160ec745fbcbf76ddc7daf4fd943b30c88f7fe40f8
480	GCF_004767245.1	COMPLETE	COMPLETE	VALIDATED	.	5d684ab725d476e04d06243dfbb94ad8e4fef0b5e499df2d18177811625a0bb7
481	GCF_002511275.1	COMPLETE	COMPLETE	VALIDATED	.	c0b97524adf5293201f1f82222fd2f6a0eb7bd79e42ee0d3b180455af22c0c90
482	GCF_021353995.1	COMPLETE	COMPLETE	VALIDATED	.	f42f62446a73440b2b18ea5537ea921421fac3abc3871c3022fb27a92b50b3d5
483	GCF_000091005.1	COMPLETE	COMPLETE	VALIDATED	.	481917aa7b967f28e0d2d86fc222d1bec859bb0271cd7f8a4458af12d16d63ff
484	GCF_003981255.1	COMPLETE	COMPLETE	VALIDATED	.	cd5ae9e68a038ffddb57d7853abb40dd83f8e2deaa25051bc8a525cb9146471c
485	GCF_003304855.1	COMPLETE	COMPLETE	VALIDATED	.	3e13964cca5bdcee1c26c6f8f030222a73166b35e59dd239ed260dc328ff7dbf
486	GCF_000457285.1	COMPLETE	COMPLETE	VALIDATED	.	852a28057c5129c0f7e47fb6458c6a6a8e9185dbb8da8ec7948f5f7f9a075c1e
487	GCF_004284265.1	COMPLETE	COMPLETE	VALIDATED	.	c67e1bbc059059f1afe8003b1ab33b0874064cd524746b9e651f4ad9504f8848
488	GCF_900195505.1	COMPLETE	COMPLETE	VALIDATED	.	5d34b692640b0f598a33d25688ee918d3da96dc52144ca326a51276420216ac8
489	GCF_907175235.1	COMPLETE	COMPLETE	VALIDATED	.	735a9c9fc0176ef1d69f1f21510411f9d287651c2e479115f4bb80b037d62355
490	GCF_000397705.1	COMPLETE	COMPLETE	VALIDATED	.	cd7d8ec8f849a3c62feee9c8ca340402575fb07c712e77442b252df14f1adcda
491	GCF_002268255.1	COMPLETE	COMPLETE	VALIDATED	.	ef6c5774a4f3a1390dc7916d49b9100c1e42e8516acc80d90f9150f0628f6560
492	GCF_004380655.1	COMPLETE	COMPLETE	VALIDATED	.	6cecfe3eba3a8091b41a639fa8fbb68c5788c60c1ad9088f70e4fb029deb9a15
493	GCF_003980755.1	COMPLETE	COMPLETE	VALIDATED	.	6150409ea719dcf9a337f5531aec9d2b03be9d93f0ab9eb8168391e0145283cf
494	GCF_001285325.1	COMPLETE	COMPLETE	VALIDATED	.	9e49ac26f8084c666cc2f0c78cda2c41fb9b93d9619d6dd1c1a550c7ba1f26f1
495	GCF_001614905.1	COMPLETE	COMPLETE	VALIDATED	.	f760d6fde765f321570154c58242e80efdded78b1fbff59ade453d75ce5e0bc8
496	GCF_009794365.1	COMPLETE	COMPLETE	VALIDATED	.	70fc4e197aea0fc3b4328d7da1986b730f52512159604d3afa31394b1a02abfd
497	GCF_002223665.1	COMPLETE	COMPLETE	VALIDATED	.	ea9d57634fd6f67a0203d90c1cdc46bed9dd5cc4ffee6678efab955e660c965c
498	GCF_001615695.1	COMPLETE	COMPLETE	VALIDATED	.	c3849ddf61117506dd0070d11b8c74895ca89b8f56e2f2424657d0340c9f014a
499	GCF_000305355.1	COMPLETE	COMPLETE	VALIDATED	.	a4ec9dd5a20f68fc07b11abec28fb201af5fdabd3e989a518f83cb1298206e38
500	GCF_006238575.1	COMPLETE	COMPLETE	VALIDATED	.	966952b78e58aef058e71cab4d594eceb08f6f709aab2f0ec708e2f54c98d59d
