run	scientific_name	queries	library_strategy	platform	bioproject	uids	tier_e1_archetype
DRR102837	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742956	
DRR102852	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4742971	
DRR102886	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743005	
DRR102928	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743047	
DRR102936	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743055	
DRR102937	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743056	
DRR102942	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743061	
DRR102961	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743080	
DRR102963	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743082	
DRR102971	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743090	
DRR102991	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743110	
DRR102992	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743111	
DRR103030	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743149	
DRR103057	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743176	
DRR103059	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743178	
DRR103067	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743186	
DRR103075	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743194	
DRR103079	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743198	
DRR103082	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743201	
DRR103094	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743213	
DRR103108	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743227	
DRR103140	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743259	
DRR103193	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743312	
DRR103202	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743321	
DRR103255	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743374	
DRR103301	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743420	
DRR103305	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743424	
DRR103316	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743435	
DRR103317	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	4743436	
DRR1062657	Escherichia coli	E2	WGS	ILLUMINA	DRP010878	45233027	
DRR120565	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9766649	
DRR120569	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9766653	
DRR120582	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9766666	
DRR120584	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9766668	
DRR120597	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9766639	
DRR120602	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9766644	
DRR120603	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9766645	
DRR120604	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9766646	
DRR129827	Escherichia coli	E2	WGS	ILLUMINA	DRP005239	8487236	
DRR129828	Escherichia coli	E2	WGS	ILLUMINA	DRP005239	8487237	
DRR129829	Escherichia coli	E2	WGS	ILLUMINA	DRP005239	8487238	
DRR129830	Escherichia coli	E2	WGS	ILLUMINA	DRP005239	8487239	
DRR129831	Escherichia coli	E2	WGS	ILLUMINA	DRP005239	8487240	
DRR129832	Escherichia coli	E2	WGS	ILLUMINA	DRP005239	8487241	
DRR129833	Escherichia coli	E2	WGS	ILLUMINA	DRP005239	8487242	
DRR129834	Escherichia coli	E2	WGS	ILLUMINA	DRP005239	8487243	
DRR129835	Escherichia coli	E2	WGS	ILLUMINA	DRP005239	8487244	
DRR129836	Escherichia coli	E2	WGS	ILLUMINA	DRP005239	8487245	
DRR129837	Escherichia coli	E2	WGS	ILLUMINA	DRP005239	8487246	
DRR129838	Escherichia coli	E2	WGS	ILLUMINA	DRP005239	8487247	
DRR159812	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	7451509	
DRR159822	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	7451519	
DRR159834	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	7451531	
DRR159859	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	7451556	
DRR159903	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	7451600	
DRR159905	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	7451602	
DRR159932	Escherichia coli	E2	WGS	ILLUMINA	DRP003877	7451629	
DRR162762	Escherichia coli	E2	WGS	ILLUMINA	DRP006791	12652692	
DRR192198	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9939353	
DRR192207	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9939362	
DRR192214	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9939369	
DRR192217	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9939372	
DRR192219	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9939374	
DRR192224	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9939379	
DRR192225	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9939380	
DRR192227	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9939382	
DRR192229	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9939384	
DRR192234	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	9939389	
DRR193889	Escherichia coli	E2	WGS		DRP004119	10006850	
DRR193892	Escherichia coli	E2	WGS		DRP004119	10006853	
DRR193904	Escherichia coli	E2	WGS		DRP004119	10006865	
DRR193906	Escherichia coli	E2	WGS		DRP004119	10006867	
DRR193908	Escherichia coli	E2	WGS		DRP004119	10006869	
DRR193909	Escherichia coli	E2	WGS		DRP004119	10006870	
DRR193912	Escherichia coli	E2	WGS		DRP004119	10006873	
DRR193914	Escherichia coli	E2	WGS		DRP004119	10006875	
DRR193920	Escherichia coli	E2	WGS		DRP004119	10006881	
DRR204859	Escherichia coli	E2	WGS		DRP004119	9916636	
DRR217203	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18143985	
DRR217204	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18143986	
DRR217205	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18143987	
DRR217206	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18143988	
DRR217207	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18143989	
DRR217208	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18143990	
DRR217209	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18143991	
DRR217210	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18143992	
DRR217211	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18143993	
DRR217212	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18143994	
DRR217213	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18143995	
DRR217214	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18143996	
DRR217215	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18143997	
DRR217216	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18143998	
DRR217217	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18143999	
DRR217218	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144000	
DRR217219	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144001	
DRR217220	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144002	
DRR217221	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144003	
DRR217222	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144004	
DRR217223	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144005	
DRR217224	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144006	
DRR217225	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144007	
DRR217226	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144008	
DRR217227	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144009	
DRR217228	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144010	
DRR217229	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144011	
DRR217230	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144012	
DRR217231	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144013	
DRR217232	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144014	
DRR217233	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144015	
DRR217234	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144016	
DRR217235	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144017	
DRR217236	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144018	
DRR217237	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144019	
DRR217238	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144020	
DRR217239	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144021	
DRR217240	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144022	
DRR217241	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144023	
DRR217242	Escherichia coli K-12	E2	WGS	ILLUMINA	DRP007933	18144024	
DRR217243	Escherichia coli K-12	E2	WGS	ILLUMINA	DRP007933	18144025	
DRR217247	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007933	18144029	
DRR221026	Escherichia coli	E2	WGS	ILLUMINA	DRP006139	10898528	
DRR221028	Escherichia coli	E2	WGS	ILLUMINA	DRP006139	10898530	
DRR221030	Escherichia coli	E2	WGS		DRP006139	10898532	
DRR221032	Escherichia coli	E2	WGS		DRP006139	10898534	
DRR239338	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	12408946	
DRR239344	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	12408952	
DRR245496	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	11967450	
DRR245499	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	11967453	
DRR245500	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	11967454	
DRR245502	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	11967456	
DRR245503	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	11967457	
DRR245504	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	11967458	
DRR245505	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	11967459	
DRR245507	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	11967461	
DRR245508	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	11967462	
DRR245509	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	11967463	
DRR245510	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	11967464	
DRR245511	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	11967465	
DRR245512	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	11967466	
DRR252236	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476440	
DRR252241	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476445	
DRR252242	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476446	
DRR252246	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476450	
DRR252247	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476451	
DRR252248	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476452	
DRR252251	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476455	
DRR252254	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476458	
DRR252258	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476462	
DRR252259	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476463	
DRR252264	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476468	
DRR252267	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476471	
DRR252268	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476472	
DRR252269	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476473	
DRR252272	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476476	
DRR252273	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476477	
DRR252276	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476480	
DRR252277	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476481	
DRR252279	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476483	
DRR252282	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476486	
DRR252285	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476489	
DRR252286	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476490	
DRR252287	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476491	
DRR252288	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476492	
DRR252295	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13476499	
DRR254580	Escherichia coli	E2	WGS		DRP004119	13476603	
DRR254585	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	12393668	
DRR254588	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13850227	
DRR254594	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13892621	
DRR258151	Escherichia coli	E2	WGS	ILLUMINA	DRP006765	12610586	
DRR258152	Escherichia coli	E2	WGS		DRP006765	12610587	
DRR275197	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477711	
DRR275198	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477712	
DRR275199	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477713	
DRR275200	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477714	
DRR275202	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477716	
DRR275203	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477717	
DRR275204	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477718	
DRR275205	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477719	
DRR275207	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477721	
DRR275208	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477722	
DRR275209	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477723	
DRR275210	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477724	
DRR275212	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477726	
DRR275214	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477728	
DRR275217	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477731	
DRR275218	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477732	
DRR275219	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477733	
DRR275220	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477734	
DRR275223	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477737	
DRR275224	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477738	
DRR275225	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477739	
DRR275226	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477740	
DRR275227	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477741	
DRR275228	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477742	
DRR275232	Escherichia coli	E2	WGS	ILLUMINA	DRP006554	13477746	
DRR275234	Escherichia coli	E2	WGS		DRP006554	13477748	
DRR275236	Escherichia coli	E2	WGS		DRP006554	13477750	
DRR275238	Escherichia coli	E2	WGS		DRP006554	13477752	
DRR275239	Escherichia coli	E2	WGS		DRP006554	13477753	
DRR275240	Escherichia coli	E2	WGS		DRP006554	13477754	
DRR275243	Escherichia coli	E2	WGS		DRP006554	13477757	
DRR275244	Escherichia coli	E2	WGS		DRP006554	13477758	
DRR275247	Escherichia coli	E2	WGS		DRP006554	13477761	
DRR275248	Escherichia coli	E2	WGS		DRP006554	13477762	
DRR275249	Escherichia coli	E2	WGS		DRP006554	13477763	
DRR275251	Escherichia coli	E2	WGS		DRP006554	13477765	
DRR275252	Escherichia coli	E2	WGS		DRP006554	13477766	
DRR275254	Escherichia coli	E2	WGS		DRP006554	13477768	
DRR275255	Escherichia coli	E2	WGS		DRP006554	13477769	
DRR275256	Escherichia coli	E2	WGS		DRP006554	13477770	
DRR275257	Escherichia coli	E2	WGS		DRP006554	13477771	
DRR275259	Escherichia coli	E2	WGS		DRP006554	13477773	
DRR275260	Escherichia coli	E2	WGS		DRP006554	13477774	
DRR275261	Escherichia coli	E2	WGS		DRP006554	13477775	
DRR275262	Escherichia coli	E2	WGS		DRP006554	13477776	
DRR275264	Escherichia coli	E2	WGS		DRP006554	13477778	
DRR275266	Escherichia coli	E2	WGS		DRP006554	13477780	
DRR275270	Escherichia coli	E2	WGS	ILLUMINA	DRP004119	13477784	
DRR307635	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007481	15268172	
DRR307636	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007481	15268173	
DRR307637	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007481	15268174	
DRR307638	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007481	15268175	
DRR307639	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007481	15268176	
DRR307640	Escherichia coli str. K-12 substr. MG1655	E2	WGS	ILLUMINA	DRP007481	15268177	
DRR337805	Escherichia coli	E2	WGS	ILLUMINA	DRP010994	31266300	
DRR337806	Escherichia coli	E2	WGS	ILLUMINA	DRP010994	31266301	
DRR337807	Escherichia coli	E2	WGS	ILLUMINA	DRP010994	31266302	
DRR345528	Escherichia coli	E2	WGS	ILLUMINA	DRP008162	19853318	
DRR345529	Escherichia coli	E2	WGS	ILLUMINA	DRP008162	19853319	
DRR345532	Escherichia coli	E2	WGS		DRP008162	19853322	
DRR345533	Escherichia coli	E2	WGS		DRP008162	19853323	
DRR351055	Escherichia coli str. K-12 substr. W3110	E2	WGS	ILLUMINA	DRP011039	31391341	
DRR351056	Escherichia coli str. K-12 substr. W3110	E2	WGS	ILLUMINA	DRP011039	31391342	
DRR351057	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391343	
DRR351058	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391344	
DRR351059	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391345	
DRR351060	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391346	
DRR351061	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391347	
DRR351062	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391348	
DRR351063	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391349	
DRR351064	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391350	
DRR351065	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391351	
DRR351066	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391352	
DRR351067	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391353	
DRR351068	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391354	
DRR351069	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391355	
DRR351070	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391356	
DRR351071	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391357	
DRR351072	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391358	
DRR351073	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391359	
DRR351074	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391360	
DRR351075	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391361	
DRR351076	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391362	
DRR351077	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391363	
DRR351078	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391364	
DRR351079	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391365	
DRR351080	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391366	
DRR351081	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391367	
DRR351082	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391368	
DRR351083	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391369	
DRR351084	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391370	
DRR351085	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391371	
DRR351086	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391372	
DRR351087	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391373	
DRR351088	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391374	
DRR351089	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391375	
DRR351090	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391376	
DRR351091	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391377	
DRR351092	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391378	
DRR351093	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391379	
DRR351094	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391380	
DRR351095	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391381	
DRR351096	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391382	
DRR351097	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391383	
DRR351098	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391384	
DRR351099	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391385	
DRR351100	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391386	
DRR351101	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391387	
DRR351102	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391388	
DRR351103	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391389	
DRR351104	Escherichia coli	E2	WGS	ILLUMINA	DRP011039	31391390	
DRR395205	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362049	
DRR395206	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362050	
DRR395207	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362051	
DRR395208	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362052	
DRR395209	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362053	
DRR395210	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362054	
DRR395211	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362055	
DRR395212	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362056	
DRR395213	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362057	
DRR395214	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362058	
DRR395215	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362059	
DRR395216	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362060	
DRR395217	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362061	
DRR395218	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362062	
DRR395219	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362063	
DRR395220	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362064	
DRR395221	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362065	
DRR395222	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362066	
DRR395223	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362067	
DRR395224	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362068	
DRR395225	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362069	
DRR395226	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362070	
DRR395227	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362071	
DRR395228	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362072	
DRR395229	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362073	
DRR395230	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362074	
DRR395231	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362075	
DRR395232	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362076	
DRR395233	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362077	
DRR395234	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362078	
DRR395235	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362079	
DRR395236	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362080	
DRR395237	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362081	
DRR395238	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362082	
DRR395239	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362083	
DRR395240	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362084	
DRR395241	Escherichia coli	E2	WGS	ILLUMINA	DRP010747	30362085	
DRR398638	Escherichia coli	E2	WGS	ILLUMINA	DRP008871	23828871	
DRR398639	Escherichia coli	E2	WGS	ILLUMINA	DRP008871	23828872	
DRR398649	Escherichia coli	E2	WGS	ILLUMINA	DRP008871	23828882	
DRR398650	Escherichia coli	E2	WGS	ILLUMINA	DRP008871	23828883	
DRR398658	Escherichia coli	E2	WGS	ILLUMINA	DRP008871	23828891	
DRR398660	Escherichia coli	E2	WGS	ILLUMINA	DRP008871	23828893	
DRR398693	Escherichia coli	E2	WGS	ILLUMINA	DRP008871	23828902	
DRR398696	Escherichia coli	E2	WGS	ILLUMINA	DRP008871	23828905	
DRR415709	Escherichia coli	E2	WGS	ILLUMINA	DRP009178	25176455	
DRR415710	Escherichia coli	E2	WGS	ILLUMINA	DRP009178	25176456	
DRR415711	Escherichia coli	E2	WGS	ILLUMINA	DRP009178	25176457	
DRR415712	Escherichia coli	E2	WGS	ILLUMINA	DRP009178	25176468	
DRR415713	Escherichia coli	E2	WGS	ILLUMINA	DRP009178	25176469	
DRR415714	Escherichia coli	E2	WGS	ILLUMINA	DRP009178	25176470	
DRR415715	Escherichia coli	E2	WGS	ILLUMINA	DRP009178	25176471	
DRR415716	Escherichia coli	E2	WGS	ILLUMINA	DRP009178	25176472	
DRR415717	Escherichia coli	E2	WGS	ILLUMINA	DRP009178	25176473	
DRR415718	Escherichia coli	E2	WGS	ILLUMINA	DRP009178	25176474	
DRR415719	Escherichia coli	E2	WGS	ILLUMINA	DRP009178	25176475	
DRR415720	Escherichia coli	E2	WGS	ILLUMINA	DRP009178	25176476	
DRR415721	Escherichia coli	E2	WGS	ILLUMINA	DRP009178	25176477	
DRR415722	Escherichia coli	E2	WGS	ILLUMINA	DRP009178	25176478	
